TERM,COLLEGE,DEPT,COURSE,SECT,CRN,TYPE,MIN CREDITS,MAX CREDITS,TITLE,CROSS-LIST,MAX SIZE,ACTUAL ENROLLMENT,PRIMARY INSTRUCTOR FIRST NAME,PRIMARY INSTRUCTOR LAST NAME,SECONDARY INSTRUCTOR FIRST NAME,SECONDARY INSTRUCTOR LAST NAME,START DATE,END DATE,MON-IND,TUE-IND,WED-IND,THU-IND,FRI-IND,SAT-IND,SUN-IND,BEGIN TIME,END TIME,BUILDING,ROOM
200810,VCU Life Sciences,ENVS,ENVS301,901,20123,LEC,3,3,INTRODUCTION TO METEOROLOGY,,35,37,John,Bernier,,,8/23/07,12/8/07,,T,,,,,,1900,2140,HIBBS,427
200810,VCU Life Sciences,ENVS,ENVS330,901,12717,LEC,3,3,ENVIRONMENTAL POLLUTION,SAME AS BIOL-332,100,81,Stephen,McIninch,,,8/23/07,12/8/07,,,W,,,,,1900,2140,LFSCB,151
200810,VCU Life Sciences,ENVS,ENVS335,901,12718,LEC,3,3,ENVIRONMENTAL GEOLOGY,SAME AS GEOG-335,30,40,Leonard,Ford,,,8/23/07,12/8/07,M,,,,,,,1600,1840,LFSCB,250
200810,VCU Life Sciences,ENVS,ENVS411,901,12719,LEC,3,3,OCEANOGRAPHY,SAME AS GEOG-411,45,48,Steven,Oden,,,8/23/07,12/8/07,M,,,,,,,1900,2140,LFSCB,253
200810,VCU Life Sciences,ENVS,ENVS490,901,12720,LEC,3,3,RES SEM IN ENV STUDIES WI,,15,22,J,Fox,,,8/23/07,12/8/07,,T,,,,,,1600,1840,LFSCB,253
200810,VCU Life Sciences,ENVS,ENVS491,2,19814,LEC,1,1,TOP:ECOLOGICL OUTREACH SRV LRN,SAME AS BIOL-391,25,3,Edward,Crawford,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS492,1,12721,IND,1,1,INDEPENDENT STUDY,,10,1,J,Fox,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS492,3,12722,IND,3,3,INDEPENDENT STUDY,,5,1,J,Fox,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS493,3,12724,FLD,3,3,ENVIRONMNTL STUDIES INTERNSHIP,,30,1,J,Fox,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS521,901,19445,LEC,3,3,INTRO TO GEOGRAPHIC INFO SCI,,25,13,Karl,Huber,,,8/23/07,12/8/07,,,,R,,,,1900,2140,HIBBS,407
200810,VCU Life Sciences,ENVS,ENVS591,901,21103,LEC,1,1,TOPIC:SUPERFUND & THE FUTURE,,15,7,Peter,Defur,,,8/23/07,12/8/07,,,W,,,,,1700,1750,OLVED,2119
200810,VCU Life Sciences,ENVS,ENVS591,C70,18260,LEC,3,3,TOP: VA WATER WOOD & WLDLFE,,0,13,Gregory,Garman,,,7/8/07,10/30/07,M,T,W,R,F,,,800,1600,OFCMP,0
200810,VCU Life Sciences,ENVS,ENVS591,905,20912,LEC,3,3,TOP:ENVIRONMENTAL ENGINEERING,,15,6,Mohammed,Karim,,,8/23/07,12/8/07,M,,,,,,,1900,2140,LFSCB,103
200810,VCU Life Sciences,ENVS,ENVS591,C90,19083,LEC,3,3,TOP: METEOROLOGY FOR TEACHERS,,0,22,Jo,Mulvany,,,9/15/07,12/15/07,,,,R,,,,1000,1500,OFCMP,0
200810,VCU Life Sciences,ENVS,ENVS591,C90,19083,LEC,3,3,TOP: METEOROLOGY FOR TEACHERS,,0,22,Jo,Mulvany,,,9/15/07,12/15/07,,,W,,,,,1700,1915,OFCMP,0
200810,VCU Life Sciences,ENVS,ENVS601,901,12727,LEC,3,3,SURV IN ENVIRONMENTAL STUDIES,,15,30,Peter,Defur,,,8/23/07,12/8/07,,,,R,,,,1600,1840,LFSCB,255
200810,VCU Life Sciences,ENVS,ENVS603,901,12728,LEC,3,3,ENVIRONMENTAL RESEARCH METHOD,,0,17,James,Mays,,,8/23/07,12/8/07,M,T,,,,,,1600,1840,LFSCB,103
200810,VCU Life Sciences,ENVS,ENVS655,901,20124,LEC,3,3,HYDROGEOLOGY,,15,10,Jeffrey,Chanat,,,8/23/07,12/8/07,,T,,,,,,1900,2140,LFSCB,103
200810,VCU Life Sciences,ENVS,ENVS691,902,19662,LEC,3,3,TOP:RIVER & ESTUARINE ECOLOGY,SAME AS BIOL-691,14,6,Paul,Bukaveckas,,,8/23/07,12/8/07,,,W,,,,,1600,1840,LFSCB,103
200810,VCU Life Sciences,ENVS,ENVS691,901,19963,LEC,3,3,TOPIC: ENVIRONMENTAL ETHICS,,15,9,J,Fox,,,8/23/07,12/8/07,,,W,,,,,1900,2140,LFSCB,103
200810,VCU Life Sciences,ENVS,ENVS692,1,12731,IND,1,1,INDEPENDENT STUDY,,10,1,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS692,2,12732,IND,2,2,INDEPENDENT STUDY,,10,1,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS692,3,12733,IND,3,3,INDEPENDENT STUDY,,10,2,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS693,3,12736,FLD,3,3,INTERNSHIP-ENVIRONMNTL STUDIES,,10,2,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS697,1,12737,RES,1,1,RESEARCH,,15,8,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS697,2,12738,RES,2,2,RESEARCH,,15,2,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVS697,3,12739,RES,3,3,RESEARCH,,15,9,Gregory,Garman,,,8/23/07,12/8/07,,,,,,,,,,,
200810,VCU Life Sciences,ENVS,ENVZ335,L51,12740,LAB,1,1,ENVIRONMENTAL GEOLOGY LAB,SAME AS GEOZ-335,30,30,Leonard,Ford,,,8/23/07,12/8/07,,,W,,,,,1600,1740,LFSCB,232
200820,VCU Life Sciences,ENVS,ENVS105,901,12657,LEC,3,3,PHYSICAL GEOLOGY,Same as GEOG-105,40,19,Leonard,Ford,,,1/14/08,5/3/08,M,,W,,,,,1730,1845,HHALL,3133
200820,VCU Life Sciences,ENVS,ENVS201,1,21219,LEC,3,3,EARTH SYSTEM SCIENCE,,15,14,Vickie,Connors,,,1/14/08,5/3/08,,T,,,,,,930,1045,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS201,1,21219,LEC,3,3,EARTH SYSTEM SCIENCE,,15,14,Vickie,Connors,,,1/14/08,5/3/08,M,,W,,,,,1400,1450,LFSCB,255
200820,VCU Life Sciences,ENVS,ENVS201,2,21220,LEC,3,3,EARTH SYSTEM SCIENCE,,15,14,Vickie,Connors,,,1/14/08,5/3/08,,T,,,,,,1300,1415,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS201,2,21220,LEC,3,3,EARTH SYSTEM SCIENCE,,15,14,Vickie,Connors,,,1/14/08,5/3/08,M,,W,,,,,1400,1450,LFSCB,255
200820,VCU Life Sciences,ENVS,ENVS311,901,12658,LEC,3,3,POLITICS OF THE ENVIRONMENT,Same as POLI-311,35,32,J,Fox,,,1/14/08,5/3/08,M,,,,,,,1600,1840,LFSCB,250
200820,VCU Life Sciences,ENVS,ENVS401,2,12662,LEC,3,3,METEOROLOGY AND CLIMATOLOGY,Same as GEOG-401,30,40,Vickie,Connors,,,1/14/08,5/3/08,,T,,R,,,,1530,1645,HIBBS,429
200820,VCU Life Sciences,ENVS,ENVS411,901,12663,LEC,3,3,OCEANOGRAPHY,Same as GEOG-411,25,41,Shannon,McCallister,,,1/14/08,5/3/08,M,,,,,,,1900,2140,LFSCB,253
200820,VCU Life Sciences,ENVS,ENVS492,1,12665,IND,1,1,INDEPENDENT STUDY,,10,3,J,Fox,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS492,2,21796,IND,2,2,INDEPENDENT STUDY,,10,1,J,Fox,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS492,3,12666,IND,3,3,INDEPENDENT STUDY,,10,3,J,Fox,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS493,3,12668,FLD,3,3,ENVIRONMENTL STUDIES INTERNSHP,,10,2,J,Fox,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS541,901,20011,LEC,3,3,PRINCIPLES OF WASTE MANAGEMENT,SAME AS EPID-541,18,19,Mohammed,Karim,,,1/14/08,5/3/08,M,,,,,,,1900,2140,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS591,901,18151,LEC,1,1,TOP:ENVRNMNTL POLICY-GEN ASSMB,,15,11,J,Fox,,,1/14/08,5/3/08,,,W,,,,,1800,1850,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS628,901,12671,LEC,3,3,ENVIRONMENTAL POLICY & ADMIN,Same as PADM-628,20,23,J,Fox,,,1/14/08,5/3/08,,,W,,,,,1900,2140,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS654,1,21300,LEC,3,3,ENVIRONMENTAL REMOTE SENSING,,15,6,John,Anderson,J,Fox,1/14/08,5/3/08,M,,,,,,,900,1140,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS670,901,20569,LEC,3,3,POLLUTION PHYSIOLOGY,,15,14,Peter,Defur,,,1/14/08,5/3/08,M,,,,,,,1600,1840,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS691,903,21302,LEC,3,3,TOPIC:ENVIRONMENTAL VALUATION,,15,13,Vijayanand,Satyal,,,1/14/08,5/3/08,,T,,,,,,1900,2140,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS691,902,12674,LEC,3,3,TOP:BUSINESS & THE ENVIRONMENT,,30,7,Judson,White,,,1/14/08,5/3/08,,,,R,,,,1900,2140,LFSCB,103
200820,VCU Life Sciences,ENVS,ENVS692,2,12676,IND,2,2,INDEPENDENT STUDY,,10,2,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS692,3,12677,IND,3,3,INDEPENDENT STUDY,,10,1,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS693,2,12679,FLD,2,2,ENVIRONMENTL STUDIES INTERNSHP,,10,1,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS693,3,12680,FLD,3,3,ENVIRONMENTL STUDIES INTERNSHP,,10,4,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS698,1,12681,MST,1,1,THESIS,,30,8,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS698,2,12682,MST,2,2,THESIS,,30,2,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200820,VCU Life Sciences,ENVS,ENVS698,3,12683,MST,3,3,THESIS,,30,5,Gregory,Garman,,,1/14/08,5/3/08,,,,,,,,,,,
200830,VCU Life Sciences,ENVS,ENVS301,901,30514,LEC,3,3,INTRODUCTION TO METEOROLOGY,,30,25,John,Bernier,,,5/19/08,7/9/08,M,,W,,,,,1900,2140,LFSCB,251
200830,VCU Life Sciences,ENVS,ENVS310,901,30519,LEC,3,3,INTRODUCTION TO OCEANOGRAPHY,,30,29,Steven,Oden,,,5/20/08,7/10/08,,T,,R,,,,1800,2040,LFSCB,250
200830,VCU Life Sciences,ENVS,ENVS492,1,10953,IND,1,1,INDEPENDENT STUDY,,10,1,Gregory,Garman,,,5/19/08,8/8/08,,,,,,,,,,,
200830,VCU Life Sciences,ENVS,ENVS492,3,10954,IND,3,3,INDEPENDENT STUDY,,10,2,Gregory,Garman,,,5/19/08,8/8/08,,,,,,,,,,,
200830,VCU Life Sciences,ENVS,ENVS591,901,30512,LEC,3,3,TOP:ENVIRONMENTAL DATA MINING,,30,6,Vickie,Connors,,,6/9/08,7/30/08,M,,W,,,,,1800,2040,LFSCB,103
200830,VCU Life Sciences,ENVS,ENVS601,901,30511,LEC,3,3,SURV IN ENVIRONMENTAL STUDIES,,30,16,Peter,Defur,,,6/9/08,7/17/08,,T,,R,,,,1600,1840,LFSCB,103
200830,VCU Life Sciences,ENVS,ENVS691,C91,30835,LEC,3,3,TOP:OCEANOGRAPHY FOR TEACHERS,,0,9,Steven,Oden,,,4/30/08,6/25/08,,,W,,,,,1630,1930,OFCMP,0
200830,VCU Life Sciences,ENVS,ENVS691,C92,30836,LEC,1,1,TOP:OCEANOGRAPHY FIELD EXPER,,0,9,Steven,Oden,,,6/20/08,6/22/08,,,,,F,S,U,900,1600,OFCMP,0
200830,VCU Life Sciences,ENVS,ENVS692,3,10965,IND,3,3,INDEPENDENT STUDY,,10,2,Gregory,Garman,,,5/19/08,8/8/08,,,,,,,,,,,
200830,VCU Life Sciences,ENVS,ENVS693,3,10968,FLD,3,3,INTERNSHIP IN ENVS,,10,1,Gregory,Garman,,,5/19/08,8/8/08,,,,,,,,,,,
200830,VCU Life Sciences,ENVS,ENVS698,1,10969,MST,1,1,THESIS,,10,2,Gregory,Garman,,,5/19/08,8/8/08,,,,,,,,,,,
200830,VCU Life Sciences,ENVS,ENVS698,3,10971,MST,3,3,THESIS,,10,1,Gregory,Garman,,,5/19/08,8/8/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS201,1,21936,LEC,3,3,EARTH SYSTEM SCIENCE,,20,21,Vickie,Connors,,,8/21/08,12/6/08,,T,,R,,,,1230,1330,TEMPL,1165
200910,VCU Life Sciences,ENVS,ENVS201,1,21936,LEC,3,3,EARTH SYSTEM SCIENCE,,20,21,Vickie,Connors,,,8/21/08,12/6/08,M,,,,,,,900,1050,HHALL,2127
200910,VCU Life Sciences,ENVS,ENVS201,2,21935,LEC,3,3,EARTH SYSTEM SCIENCE,,20,19,Vickie,Connors,,,8/21/08,12/6/08,,,W,,,,,900,1050,HHALL,2127
200910,VCU Life Sciences,ENVS,ENVS201,2,21935,LEC,3,3,EARTH SYSTEM SCIENCE,,20,19,Vickie,Connors,,,8/21/08,12/6/08,,T,,R,,,,1230,1330,TEMPL,1165
200910,VCU Life Sciences,ENVS,ENVS201,3,21934,LEC,3,3,EARTH SYSTEM SCIENCE,,20,19,Vickie,Connors,,,8/21/08,12/6/08,,,,,F,,,900,1050,HHALL,2127
200910,VCU Life Sciences,ENVS,ENVS201,3,21934,LEC,3,3,EARTH SYSTEM SCIENCE,,20,19,Vickie,Connors,,,8/21/08,12/6/08,,T,,R,,,,1230,1330,TEMPL,1165
200910,VCU Life Sciences,ENVS,ENVS201,4,21933,LEC,3,3,EARTH SYSTEM SCIENCE,,20,20,Vickie,Connors,,,8/21/08,12/6/08,,T,,R,,,,1230,1330,TEMPL,1165
200910,VCU Life Sciences,ENVS,ENVS201,4,21933,LEC,3,3,EARTH SYSTEM SCIENCE,,20,20,Vickie,Connors,,,8/21/08,12/6/08,M,,,,,,,1100,1250,HHALL,2127
200910,VCU Life Sciences,ENVS,ENVS201,5,21932,LEC,3,3,EARTH SYSTEM SCIENCE,,20,17,Vickie,Connors,,,8/21/08,12/6/08,,,W,,,,,1100,1250,HHALL,2127
200910,VCU Life Sciences,ENVS,ENVS201,5,21932,LEC,3,3,EARTH SYSTEM SCIENCE,,20,17,Vickie,Connors,,,8/21/08,12/6/08,,T,,R,,,,1230,1330,TEMPL,1165
200910,VCU Life Sciences,ENVS,ENVS301,901,20123,LEC,3,3,INTRODUCTION TO METEOROLOGY,,35,38,John,Bernier,,,8/21/08,12/6/08,,T,,,,,,1900,2140,HIBBS,427
200910,VCU Life Sciences,ENVS,ENVS310,901,21937,LEC,3,3,INTRODUCTION TO OCEANOGRAPHY,,45,51,Steven,Oden,,,8/21/08,12/6/08,M,,,,,,,1900,2140,LFSCB,253
200910,VCU Life Sciences,ENVS,ENVS330,901,12717,LEC,3,3,ENVIRONMENTAL POLLUTION,SAME AS BIOL-332,100,83,Stephen,McIninch,,,8/21/08,12/6/08,,,W,,,,,1900,2140,LFSCB,151
200910,VCU Life Sciences,ENVS,ENVS335,901,12718,LEC,3,3,ENVIRONMENTAL GEOLOGY,SAME AS GEOG-335,30,36,Leonard,Ford,,,8/21/08,12/6/08,M,,,,,,,1600,1840,LFSCB,250
200910,VCU Life Sciences,ENVS,ENVS490,901,12720,LEC,3,3,RES SEM IN ENV STUDIES WI,,15,29,J,Fox,,,8/21/08,12/6/08,,T,,,,,,1600,1840,TEMPL,2223
200910,VCU Life Sciences,ENVS,ENVS492,3,12722,IND,3,3,INDEPENDENT STUDY,,5,4,J,Fox,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS493,2,22971,FLD,2,2,ENVIRONMENTL STUDIES INTERNSHP,,10,1,J,Fox,,,8/21/08,12/6/08,,,,,,,,,,TOBEA,0
200910,VCU Life Sciences,ENVS,ENVS493,3,12724,FLD,3,3,ENVIRONMNTL STUDIES INTERNSHIP,,30,3,J,Fox,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS521,901,19445,LEC,3,3,INTRO TO GEOGRAPHIC INFO SCI,,25,14,Karl,Huber,,,8/21/08,12/6/08,,,,R,,,,1900,2140,HIBBS,407
200910,VCU Life Sciences,ENVS,ENVS591,1,22061,LEC,1,1,TOPIC: STELLA MODELS FOR ESS,,15,3,Vickie,Connors,,,8/21/08,12/6/08,,,W,,,,,1300,1350,LFSCB,103
200910,VCU Life Sciences,ENVS,ENVS591,2,22754,LEC,1,1,TOP:COASTAL &ESTUARINE HYPOXIA,,15,3,Peter,Defur,,,8/21/08,12/6/08,,,,R,,,,1230,1345,OLVED,2117
200910,VCU Life Sciences,ENVS,ENVS591,905,21969,LEC,3,3,TOP: ENVIORNMENTAL ENGINEERING,,15,22,Timothy,Kelly,,,8/21/08,12/6/08,M,,,,,,,1900,2140,LFSCB,103
200910,VCU Life Sciences,ENVS,ENVS591,C70,22853,LEC,3,3,TOP: AP ENVIRONMENTAL SCIENCE,,0,13,Jo,Mulvany,J,Fox,8/21/08,12/6/08,M,T,W,R,F,,,900,1600,OFCMP,0
200910,VCU Life Sciences,ENVS,ENVS601,901,12727,LEC,3,3,SURV IN ENVIRONMENTAL STUDIES,,15,19,Peter,Defur,,,8/21/08,12/6/08,,,,R,,,,1600,1840,LFSCB,255
200910,VCU Life Sciences,ENVS,ENVS602,901,21938,WSP,3,3,ENVIRONMENTAL TECHNOLOGY,,15,16,Jennifer,Ciminelli,,,8/21/08,12/6/08,,,,R,,,,1900,2140,LFSCB,103
200910,VCU Life Sciences,ENVS,ENVS603,901,12728,LEC,3,3,ENVIRONMENTAL RESEARCH METHOD,,0,16,Jeffrey,Chanat,,,8/21/08,12/6/08,M,T,,,,,,1600,1840,LFSCB,103
200910,VCU Life Sciences,ENVS,ENVS640,901,21930,LEC,3,3,RIVER POLICY,Same as GVPA-640,0,8,Ralph,Hambrick,,,8/21/08,12/6/08,,,,R,,,,1600,1840,LFSCB,103
200910,VCU Life Sciences,ENVS,ENVS655,C90,23043,LEC,3,3,HYDROGEOLOGY,,0,15,Patricia,Miller,,,9/18/08,12/11/08,,,,R,,,,1630,1915,OFCMP,0
200910,VCU Life Sciences,ENVS,ENVS660,901,21951,LEC,3,3,VIRGINIA ENVIRONMENTAL LAW,,15,9,Jeter,Watson,,,8/21/08,12/6/08,,,W,,,,,1900,2140,LFSCB,103
200910,VCU Life Sciences,ENVS,ENVS692,3,12733,IND,3,3,INDEPENDENT STUDY,,10,6,Gregory,Garman,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS693,3,12736,FLD,3,3,INTERNSHIP-ENVIRONMNTL STUDIES,,10,6,Gregory,Garman,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS697,1,12737,RES,1,1,RESEARCH,,15,8,Gregory,Garman,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS697,2,12738,RES,2,2,RESEARCH,,15,1,Gregory,Garman,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVS697,3,12739,RES,3,3,RESEARCH,,15,5,Gregory,Garman,,,8/21/08,12/6/08,,,,,,,,,,,
200910,VCU Life Sciences,ENVS,ENVZ335,L51,12740,LAB,1,1,ENVIRONMENTAL GEOLOGY LAB,SAME AS GEOZ-335,30,30,Leonard,Ford,,,8/21/08,12/6/08,,,W,,,,,1600,1740,LFSCB,232
200920,VCU Life Sciences,ENVS,ENVS105,901,12657,LEC,3,3,PHYSICAL GEOLOGY,Same as GEOG-105,40,30,Leonard,Ford,,,1/12/09,5/1/09,M,,W,,,,,1730,1845,HHALL,3133
200920,VCU Life Sciences,ENVS,ENVS201,1,23154,LEC,3,3,EARTH SYSTEM SCIENCE,,20,17,Vickie,Connors,,,1/12/09,5/1/09,,,W,,,,,900,1050,HHALL,2127
200920,VCU Life Sciences,ENVS,ENVS201,1,23154,LEC,3,3,EARTH SYSTEM SCIENCE,,20,17,Vickie,Connors,,,1/12/09,5/1/09,,T,,R,,,,930,1045,HHALL,2128
200920,VCU Life Sciences,ENVS,ENVS201,2,23155,LEC,3,3,EARTH SYSTEM SCIENCE,,20,14,Vickie,Connors,,,1/12/09,5/1/09,,T,,R,,,,930,1045,HHALL,2128
200920,VCU Life Sciences,ENVS,ENVS201,2,23155,LEC,3,3,EARTH SYSTEM SCIENCE,,20,14,Vickie,Connors,,,1/12/09,5/1/09,M,,,,,,,900,1050,HHALL,2127
200920,VCU Life Sciences,ENVS,ENVS301,901,23054,LEC,3,3,INTRODUCTION TO METEOROLOGY,,30,37,John,Bernier,,,1/12/09,5/1/09,,T,,,,,,1900,2140,HHALL,2129
200920,VCU Life Sciences,ENVS,ENVS311,901,12658,LEC,3,3,POLITICS OF THE ENVIRONMENT,Same as POLI-311,35,34,Jeter,Watson,,,1/12/09,5/1/09,,,W,,,,,1900,2140,LFSCB,250
200920,VCU Life Sciences,ENVS,ENVS401,2,12662,LEC,3,3,METEOROLOGY AND CLIMATOLOGY,Same as GEOG-401,30,39,Vickie,Connors,,,1/12/09,5/1/09,,T,,R,,,,1530,1645,HIBBS,429
200920,VCU Life Sciences,ENVS,ENVS411,901,12663,LEC,3,3,OCEANOGRAPHY,Same as GEOG-411,25,50,Shannon,McCallister,,,1/12/09,5/1/09,M,,,,,,,1900,2140,LFSCB,253
200920,VCU Life Sciences,ENVS,ENVS492,3,12666,IND,3,3,INDEPENDENT STUDY,,10,3,J,Fox,,,1/12/09,5/1/09,,,,,,,,,,,
200920,VCU Life Sciences,ENVS,ENVS493,3,12668,FLD,3,3,ENVIRONMENTL STUDIES INTERNSHP,,10,2,J,Fox,,,1/12/09,5/1/09,,,,,,,,,,,
200920,VCU Life Sciences,ENVS,ENVS541,901,20011,LEC,3,3,PRINCIPLES OF WASTE MANAGEMENT,SAME AS EPID-541,18,19,Timothy,Kelly,,,1/12/09,5/1/09,M,,,,,,,1900,2140,LFSCB,103
200920,VCU Life Sciences,ENVS,ENVS550,901,22468,LEC,3,3,ECOLOGICAL RISK ASSESSMENT,,15,28,Peter,Defur,,,1/12/09,5/1/09,M,,,,,,,1600,1840,LFSCB,103
200920,VCU Life Sciences,ENVS,ENVS591,C01,23418,LEC,3,3,TOP: METEOROLOGY,,0,12,Jo,Mulvany,J,Fox,1/24/09,5/2/09,,,,,,,,,,OFCMP,0
200920,VCU Life Sciences,ENVS,ENVS591,901,18151,LEC,1,1,TOP: ENERGY & ENVRNMNT SEMINAR,,15,11,Judson,White,,,1/12/09,5/1/09,,,,R,,,,1730,1830,LFSCB,116
200920,VCU Life Sciences,ENVS,ENVS628,901,12671,LEC,3,3,ENVIRONMENTAL POLICY & ADMIN,Same as PADM-628,20,20,J,Fox,,,1/12/09,5/1/09,,,W,,,,,1900,2140,LFSCB,103
200920,VCU Life Sciences,ENVS,ENVS691,903,21302,LEC,3,3,TOPIC:ENVIRONMENTAL VALUATION,,15,7,Bibhakar,Shakya,,,1/12/09,5/1/09,M,,,,,,,1900,2140,LFSCB,255
200920,VCU Life Sciences,ENVS,ENVS691,905,22469,LEC,3,3,TOPICS:ENVRNMNTL APPS OF GIS,,15,11,William,Shuart,,,1/12/09,5/1/09,M,,,,,,,900,1140,LFSCB,103
200920,VCU Life Sciences,ENVS,ENVS691,902,12674,LEC,3,3,TOP:BUSINESS & THE ENVIRONMENT,,30,17,Judson,White,,,1/12/09,5/1/09,,,,R,,,,1900,2140,LFSCB,103
200920,VCU Life Sciences,ENVS,ENVS692,3,12677,IND,3,3,INDEPENDENT STUDY,,10,2,Gregory,Garman,,,1/12/09,5/1/09,,,,,,,,,,,
200920,VCU Life Sciences,ENVS,ENVS693,1,12678,FLD,1,1,ENVIRONMENTL STUDIES INTERNSHP,,10,2,Gregory,Garman,,,1/12/09,5/1/09,,,,,,,,,,,
200920,VCU Life Sciences,ENVS,ENVS693,3,12680,FLD,3,3,ENVIRONMENTL STUDIES INTERNSHP,,10,10,Gregory,Garman,,,1/12/09,5/1/09,,,,,,,,,,,
200920,VCU Life Sciences,ENVS,ENVS698,1,12681,MST,1,1,THESIS,,30,9,Gregory,Garman,,,1/12/09,5/1/09,,,,,,,,,,,
200920,VCU Life Sciences,ENVS,ENVS698,3,12683,MST,3,3,THESIS,,30,3,Gregory,Garman,,,1/12/09,5/1/09,,,,,,,,,,,
200930,VCU Life Sciences,ENVS,ENVS301,901,30514,LEC,3,3,INTRODUCTION TO METEOROLOGY,,30,28,John,Bernier,,,5/18/09,7/8/09,M,,W,,,,,1900,2140,HHALL,2139
200930,VCU Life Sciences,ENVS,ENVS310,901,30519,LEC,3,3,INTRODUCTION TO OCEANOGRAPHY,,30,28,Steven,Oden,,,5/19/09,7/9/09,,T,,R,,,,1800,2040,HHALL,2119
200930,VCU Life Sciences,ENVS,ENVS401,901,31394,LEC,3,3,METEOROLOGY AND CLIMATOLOGY,,30,14,Vickie,Connors,,,5/19/09,7/9/09,,T,,R,,,,1500,1740,HHALL,2132
200930,VCU Life Sciences,ENVS,ENVS492,3,10954,IND,3,3,INDEPENDENT STUDY,,10,2,Gregory,Garman,,,5/18/09,8/7/09,,,,,,,,,,,
200930,VCU Life Sciences,ENVS,ENVS493,3,10957,FLD,3,3,ENVS INTERNSHIP,,5,1,J,Fox,,,5/18/09,8/7/09,,,,,,,,,,,
200930,VCU Life Sciences,ENVS,ENVS602,C01,31679,WSP,3,3,ENVIRONMENTAL TECHNOLOGY,,0,8,Jennifer,Ciminelli,,,5/12/09,6/11/09,,T,,R,,,,1600,1930,OFCMP,0
200930,VCU Life Sciences,ENVS,ENVS655,901,31605,LEC,3,3,HYDROGEOLOGY,,15,10,Timothy,Kelly,,,5/18/09,7/8/09,M,,W,,,,,1900,2140,LFSCB,103
200930,VCU Life Sciences,ENVS,ENVS691,C02,31704,LEC,3,3,TOPIC: ENVRNMNTL FIELD STUDIES,,0,16,Adam,Chupp,Anna,Jones,6/25/09,7/16/09,,,,R,F,,,1000,1400,OFCMP,0
200930,VCU Life Sciences,ENVS,ENVS691,C01,31680,LEC,3,3,TOPICS: CLIMATOLOGY,,0,11,Vickie,Connors,,,5/18/09,6/20/09,M,,W,,,,,1630,1900,OFCMP,0
